title,residential_complex,char_total_area,char_living_area,char_площадь кухни,char_floor_current,char_floor_total,char_completion_year,char_building_status,char_renovation,char_flat_тип_жилья,char_flat_общая_площадь,char_flat_жилая_площадь,char_flat_площадь_кухни,char_flat_высота_потолков,char_flat_санузел,char_flat_вид_из_окон,char_flat_отделка,char_building_количество_лифтов,char_building_тип_дома,char_building_пандус,district,building,metro_count,metro_names,metro_times,hc_developer,hc_class,hc_building_type,hc_parking,hc_complex_type,hc_advantages,developer_description,online_booking,views,char_flat_балкон/лоджия,char_building_парковка,hc_decoration_options
"Продается 1-комн. квартира, 44,67 м²",ЖК «Цивилизация на Неве»,"44,67 м²","15,2 м²","18,8 м²",2,18,2027,Не сдан,Предчистовая,Новостройка,"44,67 м²","15,2 м²","18,8 м²","2,82 м",1 совмещенный,На улицу и двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","7 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"90 просмотров, нет за сегодня",,,
"Продается 2-комн. квартира, 51,5 м²",ЖК «Клюква.Парк»,"51,5 м²",,,2,12,2028,Не сдан,Без отделки,Новостройка,"51,5 м²",,,"2,72 м",,,,"10 пассажирских, 10 грузовых",Монолитно-кирпичный,Есть,р-н Пушкинский,,3.0,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"1 просмотр, нет за сегодня",,,
"Продается 2-комн. квартира, 51,47 м²",ЖК «Любоград»,"51,47 м²",24 м²,"14,2 м²",2,4,2027,Не сдан,Чистовая,Новостройка,"51,47 м²",24 м²,"14,2 м²","2,77 м",,,Чистовая,7 пассажирских,Монолитно-кирпичный,,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"21 просмотр, нет за сегодня",,,
"Продается 2-комн. квартира, 53,04 м²",ЖК «Любоград»,"53,04 м²","24,2 м²","13,7 м²",1,4,2027,Не сдан,Чистовая,Новостройка,"53,04 м²","24,2 м²","13,7 м²","2,77 м",,,Чистовая,6 пассажирских,Монолитно-кирпичный,,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 18 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"335 просмотров, 4 за сегодня",,,
"Продается 2-комн. квартира, 54,09 м²",ЖК «Любоград»,"54,09 м²","24,3 м²",14 м²,1,4,2027,Не сдан,Чистовая,Новостройка,"54,09 м²","24,3 м²",14 м²,"2,77 м",,,Чистовая,7 пассажирских,Монолитно-кирпичный,,р-н Петродворцовый,,3.0,"Юго-Западная, Проспект Ветеранов, Ленинский проспект","15 мин., 17 мин., 17 мин.",КВС,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор",,True,"81 просмотр, 1 за сегодня",,,
"Продается 1-комн. квартира, 49,2 м²",ЖК «Окла (Okla)»,"49,2 м²",,,3,25,2026,Не сдан,,Новостройка,"49,2 м²",,,,,,,,Монолитный,,р-н Приморский,11к1,3.0,"Проспект Просвещения, Озерки, Удельная","11 мин., 12 мин., 13 мин.",Ленстройтрест,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"2 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 45,8 м²",ЖК «Окла (Okla)»,"45,8 м²",,,4,25,2026,Не сдан,,Новостройка,"45,8 м²",,,,,,,,Монолитный,,р-н Приморский,11к1,3.0,"Проспект Просвещения, Озерки, Удельная","11 мин., 12 мин., 13 мин.",Ленстройтрест,Комфорт,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"нет просмотров, нет за сегодня",,,
"Продается 2-комн. квартира, 56,92 м²",ЖК «ЮгТаун. Олимпийские кварталы»,"56,92 м²","26,1 м²","16,6 м²",2,5,2027,Не сдан,Чистовая,Новостройка,"56,92 м²","26,1 м²","16,6 м²",,,,Чистовая,,Монолитный,,р-н Пушкинский,,3.0,"Купчино, Московская, Звездная","20 мин., 20 мин., 21 мин.",КВС,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура",,True,"130 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 42,8 м²",ЖК «Антверпен»,"42,8 м²",,,3,13,2029,Не сдан,Предчистовая,Новостройка,"42,8 м²",,,"2,7 м",,,Предчистовая,"2 пассажирских, 2 грузовых",Монолитно-кирпичный,,р-н Фрунзенский,,3.0,"Купчино, Дунайская, Звездная","16 мин., 5 мин., 6 мин.",,,,,,,,False,"116 просмотров, 5 за сегодня",,,
"Продается 1-комн. квартира, 54,9 м²",ЖК «Тайм Сквер»,"54,9 м²",,,2,13,2025,Сдан,,Новостройка,"54,9 м²",,,"2,74 м",,,,,Монолитно-кирпичный,,р-н Приморский,99,3.0,"Комендантский проспект, Старая Деревня, Беговая","11 мин., 14 мин., 14 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"20 просмотров, 1 за сегодня",,,
"Продается студия, 27,1 м²",ЖК «Шкиперский 19»,"27,1 м²","11,5 м²","8,1 м²",9,12,2027,Не сдан,Без отделки,Новостройка,"27,1 м²","11,5 м²","8,1 м²","2,82 м",1 совмещенный,На улицу,Без отделки,"1 пассажирский, 1 грузовой",Монолитный,,р-н Василеостровский,к2,3.0,"Горный институт, Приморская, Василеостровская","5 мин., 5 мин., 7 мин.",ПИК,Бизнес,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"39 просмотров, 6 за сегодня",1 балкон,Открытая,"Предчистовая, Без отделки"
"Продается студия, 34 м²",ЖК «Аквилон ZALIVE (Аквилон ЗАЛИВ)»,34 м²,,,12,13,2025,Сдан,,Новостройка,34 м²,,,"2,72 м",,,,,Монолитно-кирпичный,,р-н Василеостровский,4,3.0,"Приморская, Горный институт, Василеостровская","7 мин., 8 мин., 11 мин.",Группа Аквилон,Бизнес,Монолитно-кирпичный,"Подземная, отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"43 просмотра, 2 за сегодня",,,
"Продается 2-комн. квартира, 69,55 м²",ЖК «Новикола»,"69,55 м²",,,2,8,2025,Сдан,,Новостройка,"69,55 м²",,,"2,85 м",,,,6 пассажирских,Монолитный,,р-н Красносельский,15к2,3.0,"Проспект Ветеранов, Ленинский проспект, Автово","24 мин., 24 мин., 26 мин.",ГК Технополис,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"123 просмотра, 6 за сегодня",,,
"Продается 2-комн. квартира, 66,09 м²",ЖК «Образцовый квартал 6.4»,"66,09 м²",28 м²,"20,9 м²",1,4,2028,Не сдан,Предчистовая,Новостройка,"66,09 м²",28 м²,"20,9 м²","2,87 м",1 совмещенный,,Предчистовая,1 пассажирский,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Проспект Ветеранов","20 мин., 21 мин., 22 мин.",,,,,,,,True,"9 просмотров, нет за сегодня",1 балкон,Наземная,
"Продается 1-комн. квартира, 43,8 м²",ЖК «Руднева 15»,"43,8 м²","12,7 м²","19,9 м²",1,12,2024,Сдан,Чистовая,Новостройка,"43,8 м²","12,7 м²","19,9 м²","2,63 м",,Во двор,Чистовая,,Монолитный,,р-н Выборгский,15,3.0,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 7 мин., 7 мин.",,,,,,,,False,"63 просмотра, нет за сегодня",,,
"Продается студия, 30,7 м²",ЖК «LEGENDA Васильевского»,"30,7 м²","14,1 м²",5 м²,2,10,2029,Не сдан,Предчистовая,Новостройка,"30,7 м²","14,1 м²",5 м²,"2,72 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Василеостровский,к1,3.0,"Горный институт, Василеостровская, Приморская","15 мин., 5 мин., 6 мин.",LEGENDA Intelligent Development,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"31 просмотр, 1 за сегодня",,,"Предчистовая, Черновая"
"Продается 2-комн. квартира, 57,6 м²",ЖК «Ручьи»,"57,6 м²","22,4 м²","20,3 м²",3,20,2027,Не сдан,Чистовая,Новостройка,"57,6 м²","22,4 м²","20,3 м²","2,55 м","1 совмещенный, 1 раздельный",Во двор,Чистовая,3 грузовых,Монолитный,,р-н Красногвардейский,,3.0,"Академическая, Девяткино, Гражданский проспект","14 мин., 12 мин., 13 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"41 просмотр, 4 за сегодня",1 балкон,,
"Продается 1-комн. квартира, 30,42 м²",ЖК «Астра Континенталь»,"30,42 м²","10,1 м²","13,3 м²",2,12,2028,Не сдан,Чистовая,Новостройка,"30,42 м²","10,1 м²","13,3 м²","2,77 м",,,Чистовая,"23 пассажирских, 23 грузовых",Монолитно-кирпичный,,р-н Невский,,3.0,"Елизаровская, Площадь Александра Невского, Обводный канал","16 мин., 7 мин., 8 мин.",Setl Group,Комфорт,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"10 просмотров, 3 за сегодня",1 лоджия,Подземная,
"Продается 2-комн. квартира, 58,3 м²",ЖК «Клюква.Парк»,"58,3 м²",,,2,12,2028,Не сдан,Без отделки,Новостройка,"58,3 м²",,,"2,72 м",,,,"10 пассажирских, 10 грузовых",Монолитно-кирпичный,Есть,р-н Пушкинский,,3.0,"Звездная, Московская, Купчино","10 мин., 12 мин., 13 мин.",,,,,,,,False,"7 просмотров, 1 за сегодня",,,
"Продается 1-комн. квартира, 39,94 м²",ЖК «Аурум»,"39,94 м²",,,1,15,2029,Не сдан,,Новостройка,"39,94 м²",,,"2,74 м",,,,6 пассажирских,Монолитно-кирпичный,Есть,р-н Калининский,,3.0,"Лесная, Площадь Ленина, Выборгская","5 мин., 6 мин., 7 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,False,"4 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 36,03 м²",ЖК «Титул в Московском»,"36,03 м²","17,1 м²","10,7 м²",2,12,2026,Не сдан,Чистовая,Новостройка,"36,03 м²","17,1 м²","10,7 м²","2,77 м",,,Чистовая,6 грузовых,Монолитно-кирпичный,,р-н Московский,80к1,3.0,"Московская, Ленинский проспект, Звездная","7 мин., 4 мин., 6 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"53 просмотра, 2 за сегодня",1 лоджия,,
"Продается 1-комн. квартира, 34,75 м²",ЖК «Титул в Московском»,"34,75 м²","10,5 м²","17,2 м²",5,12,2026,Не сдан,Чистовая,Новостройка,"34,75 м²","10,5 м²","17,2 м²","2,77 м",,,Чистовая,6 грузовых,Монолитно-кирпичный,,р-н Московский,80к1,3.0,"Московская, Ленинский проспект, Звездная","7 мин., 4 мин., 6 мин.",Setl Group,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"44 просмотра, 1 за сегодня",1 лоджия,,
"Продается 1-комн. квартира, 33,3 м²",ЖК «Витебский парк»,"33,3 м²","11,5 м²","14,7 м²",11,12,2028,Не сдан,Чистовая,Новостройка,"33,3 м²","11,5 м²","14,7 м²","2,62 м",1 совмещенный,На улицу,Чистовая,2 пассажирских,Монолитный,,р-н Фрунзенский,,3.0,"Волковская, Обводный канал, Бухарестская","23 мин., 7 мин., 7 мин.",ПИК,Комфорт,Монолитный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Входная группа, Лифт",,True,"94 просмотра, 1 за сегодня",,Открытая,"Чистовая, Предчистовая"
"Продается 2-комн. квартира, 48,71 м²",ЖК «Южный Форт»,"48,71 м²",,,11,25,2026,Не сдан,,Новостройка,"48,71 м²",,,"2,74 м",,,,4 грузовых,Монолитный,Есть,р-н Красносельский,64к1,3.0,"Юго-Западная, Ленинский проспект, Автово","6 мин., 8 мин., 9 мин.",ГК Лидер Групп,Комфорт,Монолитный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,True,"93 просмотра, 31 за сегодня",,,
"Продается 2-комн. квартира, 72 м²",ЖК «Granholm Village (Гранхолм Вилладж)»,72 м²,,,6,6,2023,Сдан,,Новостройка,72 м²,,,,,,,,Монолитно-кирпичный,Есть,р-н Курортный,3к1,,,,,,,,,,,False,"111 просмотров, 5 за сегодня",,,
"Продается 2-комн. квартира, 47,86 м²",ЖК «Старлайт»,"47,86 м²",,,9,25,2027,Не сдан,,Новостройка,"47,86 м²",,,"2,74 м",,,,"2 пассажирских, 8 грузовых",Монолитный,,р-н Красногвардейский,67,3.0,"Девяткино, Гражданский проспект, Академическая","22 мин., 6 мин., 10 мин.",ГК Лидер Групп,Комфорт,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа",,True,"73 просмотра, нет за сегодня",,,
"Продается студия, 31,53 м²",ЖК «Respect (Респект)»,"31,53 м²",18 м²,5 м²,12,13,2027,Не сдан,Чистовая,Новостройка,"31,53 м²",18 м²,5 м²,"2,7 м",1 совмещенный,Во двор,Чистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Калининский,87,3.0,"Площадь Мужества, Лесная, Выборгская","7 мин., 17 мин., 7 мин.",ГК ПСК,Комфорт,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,Архитектура,,False,"3 просмотра, нет за сегодня",1 лоджия,,"Чистовая, Предчистовая"
"Продается студия, 32,28 м²",ЖК «LEGENDA Васильевского»,"32,28 м²","19,6 м²",5 м²,2,10,2029,Не сдан,Предчистовая,Новостройка,"32,28 м²","19,6 м²",5 м²,"2,72 м",1 совмещенный,Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Василеостровский,к1,3.0,"Горный институт, Василеостровская, Приморская","15 мин., 5 мин., 6 мин.",LEGENDA Intelligent Development,Бизнес,Монолитно-кирпичный,"Подземная, гостевая",Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа",,False,"102 просмотра, 3 за сегодня",,,"Предчистовая, Черновая"
"Продается 1-комн. квартира, 41,87 м²",ЖК «Цивилизация на Неве»,"41,87 м²","13,7 м²","17,6 м²",10,18,2027,Не сдан,Предчистовая,Новостройка,"41,87 м²","13,7 м²","17,6 м²","2,82 м","1 совмещенный, 1 раздельный",Во двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","6 мин., 6 мин., 8 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"38 просмотров, нет за сегодня",1 лоджия,,
"Продается 1-комн. квартира, 43,04 м²",ЖК «Цивилизация на Неве»,"43,04 м²","11,4 м²","21,1 м²",3,18,2027,Не сдан,Предчистовая,Новостройка,"43,04 м²","11,4 м²","21,1 м²","2,82 м",1 совмещенный,На улицу и двор,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,Есть,р-н Невский,,3.0,"Улица Дыбенко, Ломоносовская, Проспект Большевиков","7 мин., 7 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,"Отдельная многоуровневая, гостевая",Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа, Лифт",,True,"27 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 30,97 м²",ЖК «MONODOM ART (МОНОДОМ АРТ)»,"30,97 м²",,,1,9,2026,Не сдан,,Новостройка,"30,97 м²",,,"2,83 м",,,,,Монолитно-кирпичный,,р-н Василеостровский,,3.0,"Горный институт, Василеостровская, Приморская","16 мин., 5 мин., 5 мин.",,,,,,,,False,"52 просмотра, 4 за сегодня",,Подземная,
"Продается 2-комн. квартира, 63,91 м²",ЖК «Речной квартал»,"63,91 м²","24,1 м²","17,9 м²",3,24,2028,Не сдан,Черновая,Новостройка,"63,91 м²","24,1 м²","17,9 м²","2,7 м",,,Черновая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Невский,,3.0,"Ломоносовская, Пролетарская, Обухово","9 мин., 10 мин., 10 мин.",,,,,,,,False,"30 просмотров, нет за сегодня",,Подземная,Черновая
"Продается 1-комн. квартира, 31,46 м²",ЖК «Гранат»,"31,46 м²",,,9,13,2028,Не сдан,,Новостройка,"31,46 м²",,,"3,03 м",,,,,Монолитно-кирпичный,,р-н Фрунзенский,10к2Д,3.0,"Бухарестская, Международная, Волковская","16 мин., 4 мин., 6 мин.",Холдинг «РСТИ» (Росстройинвест),Комфорт,Монолитно-кирпичный,Подземная,Жилой комплекс,"Парковка, Внутренний двор, Архитектура, Входная группа, Лифт",,False,"15 просмотров, нет за сегодня",,,
"Продается 1-комн. квартира, 42,2 м²",ЖК «Руднева 15»,"42,2 м²","13,5 м²","15,5 м²",8,13,2024,Сдан,Чистовая,Новостройка,"42,2 м²","13,5 м²","15,5 м²","2,63 м",1 совмещенный,На улицу и двор,Чистовая,,Монолитный,,р-н Выборгский,2к1,3.0,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 6 мин., 7 мин.",,,,,,,,False,"168 просмотров, 1 за сегодня",,,
"Продается 1-комн. квартира, 44,1 м²",ЖК «Руднева 15»,"44,1 м²","12,8 м²",19 м²,1,13,2024,Сдан,Чистовая,Новостройка,"44,1 м²","12,8 м²",19 м²,"2,63 м",,Во двор,Чистовая,,Монолитный,,р-н Выборгский,2к1,3.0,"Проспект Просвещения, Гражданский проспект, Политехническая","5 мин., 6 мин., 7 мин.",,,,,,,,False,"24 просмотра, нет за сегодня",,,
"Продается 1-комн. квартира, 46,2 м²",ЖК «Пулково Лейк»,"46,2 м²","10,7 м²","18,2 м²",1,4,2028,Не сдан,Чистовая,Новостройка,"46,2 м²","10,7 м²","18,2 м²","2,6 м",1 совмещенный,Во двор,Чистовая,"12 пассажирских, 1 грузовой",Панельный,,р-н Пушкинский,,3.0,"Московская, Купчино, Звездная","22 мин., 20 мин., 21 мин.",ЛСР. Недвижимость-Северо-Запад,Комфорт,Панельный,Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"173 просмотра, 1 за сегодня",,,
"Продается 1-комн. квартира, 38,2 м²",ЖК «ЛСР. Большая Охта»,"38,2 м²","11,6 м²","18,6 м²",3,10,2027,Не сдан,Предчистовая,Новостройка,"38,2 м²","11,6 м²","18,6 м²","2,72 м",1 совмещенный,На улицу,Предчистовая,"1 пассажирский, 1 грузовой",Монолитный,,р-н Красногвардейский,8к2,3.0,"Ладожская, Новочеркасская, Чернышевская","5 мин., 4 мин., 7 мин.",ЛСР. Недвижимость-Северо-Запад,Бизнес,Монолитный,Подземная,Жилой комплекс,"Отделка, Внутренний двор, Архитектура, Входная группа, Лифт",,True,"84 просмотра, нет за сегодня",,,
"Продается 2-комн. квартира, 51,15 м²",ЖК «Парадный ансамбль»,"51,15 м²","22,2 м²","17,3 м²",2,5,2028,Не сдан,Чистовая,Новостройка,"51,15 м²","22,2 м²","17,3 м²","2,77 м",,,Чистовая,"3 пассажирских, 3 грузовых",Монолитно-кирпичный,,р-н Московский,,3.0,"Проспект Ветеранов, Юго-Западная, Ленинский проспект","23 мин., 24 мин., 25 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Подземная,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"67 просмотров, 8 за сегодня",1 лоджия,,
"Продается 2-комн. квартира, 55,98 м²",ЖК «Univer City. Город возможностей»,"55,98 м²",24 м²,"17,5 м²",2,4,2028,Не сдан,Чистовая,Новостройка,"55,98 м²",24 м²,"17,5 м²","2,77 м",,,Чистовая,12 пассажирских,Монолитный,Есть,р-н Пушкинский,,3.0,"Купчино, Шушары, Пролетарская","27 мин., 22 мин., 26 мин.",Setl Group,Комфорт,"Монолитно-кирпичный, монолитный",Гостевая,Жилой комплекс,"Отделка, Внутренний двор, Парки, Архитектура, Входная группа",,True,"33 просмотра, 4 за сегодня",1 лоджия,,"Чистовая с мебелью, Чистовая"
"Продается 2-комн. квартира, 52,64 м²",ЖК «Дубровский»,"52,64 м²","25,7 м²","14,2 м²",1,4,2027,Не сдан,С отделкой,Новостройка,"52,64 м²","25,7 м²","14,2 м²",,,,С отделкой,,Монолитно-кирпичный,,р-н Пушкинский,,3.0,"Купчино, Звездная, Шушары","24 мин., 25 мин., 27 мин.",КВС,Бизнес,Монолитно-кирпичный,Гостевая,Жилой комплекс,"Отделка, Парковка, Внутренний двор, Архитектура",,True,"151 просмотр, нет за сегодня",,,"Чистовая, Предчистовая"
